735132191231691;LOS ANGELES;07272012211500;MUNICH;07282012181500;994.179362477206;UNITED STATES Airlines
237391297129636;PHILADELPHIA;08132012135000;MONTEVIDEO;08142012025000;764.93826479361;Expensive Airlines
241060159571371;CHICAGO;06192012212000;MUNICH;06202012182000;529.763149538335;Cheap Airlines
773522700275271;MUNICH;10092012112500;CHARLOTTE;10092012222500;1140.64267501093;Expensive Airlines
272724164441942;SAN DIEGO;12232012211000;LONDON HEATHROW;12242012181000;1372.8208160432;Expensive Airlines
240241891218339;NINGBO;12292012240600;PHILADELPHIA;12302012000600;1092.25685421569;Cheap Airlines
457912574877535;NEWARK;11182012202500;MUNICH;11192012162500;476.231515585367;Cheap Airlines
760001377168051;LONDON HEATHROW;05242012092600;PHILADELPHIA;05242012182600;602.551949104658;UNITED STATES Airlines
666585526896557;QIQIHAR;01222012154000;LONDON HEATHROW;01232012064000;1260.08493904708;China Airlines
705149603051917;LONDON HEATHROW;07022012130300;MIAMI;07032012020300;1116.27350967882;Expensive Airlines
781986427459382;MUNICH;06112012160000;SAN FRANCISCO;06122012080000;682.838360913398;Cheap Airlines
566668841854436;LONDON HEATHROW;12142012202000;NEWARK;12152012162000;884.045584583198;Expensive Airlines
917539857425047;LONDON HEATHROW;08252012241700;LOS ANGELES;08262012001700;637.622535071795;Cheap Airlines
755895551352615;LONDON HEATHROW;12082012175000;NEW YORK JOHN F. KENNEDY;12092012105000;411.082913838064;Cheap Airlines
852094030554584;SAN DIEGO;09222012085300;SEATTLE;09222012165300;200.389910895512;UNITED STATES Airlines
845227819385054;MEXICO CITY;04202012092500;CAMPECHE;04202012182500;135.482721307387;Cheap Airlines
514866468535199;CAIRO;11202012103000;NEW YORK JOHN F. KENNEDY;11202012203000;932.054098865013;UNITED STATES Airlines
846542018260808;SEATTLE;09052012090500;SPOKANE INTL;09052012180500;46.6517587163055;Cheap Airlines
614284625824953;MEXICO CITY;10292012082000;CAMPECHE;10292012162000;290.320117087259;Expensive Airlines
237932766519570;LONDON HEATHROW;10182012205200;RAJSHAHI;10192012165200;1535.17949752153;Expensive Airlines
228783081737276;SEATTLE;12252012090500;SPOKANE INTL;12252012180500;99.9680543920832;Expensive Airlines
546130665169062;PHILADELPHIA;06202012115500;OKARA;06202012225500;2233.40177621969;Expensive Airlines
724084425082845;SEATTLE;07162012091500;SAPPORO;07162012181500;1079.51484507391;UNITED STATES Airlines
324568457573196;PHOENIX;08192012215500;MUNICH;08202012185500;890.155776106369;Cheap Airlines
917306117274463;LONDON HEATHROW;07072012165500;VANCOUVER;07082012085500;790.649136573246;CANADA Airlines
277519142648930;WELLINGTON;09212012065900;SYDNEY;09212012125900;252.428752186779;AUSTRALIA Airlines
571708935398319;CHICAGO;03262012212000;MUNICH;03272012182000;756.804499340479;UNITED STATES Airlines
781483759961498;CAMPECHE;10202012103000;MEXICO CITY;10202012203000;135.482721307387;Cheap Airlines
793771046967736;MONTREAL;04112012134900;CHICAGO;04122012024900;513.272147295181;UNITED STATES Airlines
203013750150397;LONDON HEATHROW;11282012202000;NEWARK;11292012162000;884.045584583198;Expensive Airlines
628408655650339;SEATTLE;04122012090000;NEWARK;04122012180000;624.933819412632;Expensive Airlines
324299040196745;LONDON HEATHROW;10112012241700;LOS ANGELES;10122012001700;637.622535071795;Cheap Airlines
858424631833521;LOS ANGELES;08212012211500;MUNICH;08222012181500;994.179362477206;UNITED STATES Airlines
812056497330480;SEATTLE;02222012092000;RIZHAO;02222012182000;1239.90435806266;UNITED STATES Airlines
941599016047713;LONDON HEATHROW;04032012181000;NEWARK;04042012121000;589.363723055465;UNITED KINGDOM Airlines
327765912492160;SEATTLE;02012012091300;DENVER;02012012181300;197.009379539023;UNITED STATES Airlines
28439422350483;SEATTLE;08182012091600;CALGARY;08182012181600;154.148454347486;Expensive Airlines
554090857024081;LONDON HEATHROW;10282012241700;LOS ANGELES;10292012001700;637.622535071795;Cheap Airlines
800879655279110;LONDON HEATHROW;09292012180000;TORONTO;09302012120000;602.945947583801;UNITED KINGDOM Airlines
447862629886369;MEXICO CITY;06262012092500;CAMPECHE;06262012182500;193.546744724839;MEXICO Airlines
264795052117203;LONDON HEATHROW;02182012181000;NEWARK;02192012121000;589.363723055465;UNITED KINGDOM Airlines
238017728964326;NANJIANG;08262012131500;NANCHANG;08272012021500;43.5725701117928;Cheap Airlines
108076599895106;MUNICH;05112012155500;PERTH;05122012065500;1704.69724113209;Expensive Airlines
43856625320419;KEFLAVIK;11092012165500;SEATTLE;11102012085500;430.926045427944;Cheap Airlines
295853404567331;MUNICH;06082012154000;CHICAGO;06092012064000;756.804499340479;GERMANY Airlines
588577782763973;MEXICO CITY;08072012213500;CAMPECHE;08082012183500;135.482721307387;Cheap Airlines
291811933820522;LONDON HEATHROW;10072012241700;LOS ANGELES;10082012001700;637.622535071795;Cheap Airlines
69362500932090;MEXICO CITY;10122012180100;CAMPECHE;10132012120100;135.482721307387;Cheap Airlines
874199790168826;NAGOYA;09172012133500;CHARLOTTE;09182012023500;2219.72861594942;Expensive Airlines
523957489724959;MUNICH;11092012242000;CHICAGO;11102012002000;756.804499340479;UNITED STATES Airlines
297225977545391;LONDON HEATHROW;11252012191500;NEW YORK JOHN F. KENNEDY;11262012141500;411.082913838064;Cheap Airlines
43962246780694;LONDON HEATHROW;08052012170500;NEW YORK JOHN F. KENNEDY;08062012100500;411.082913838064;Cheap Airlines
812525281431180;RIO DE JANEIRO;09182012242200;SEATTLE;09192012002200;947.288418930063;UNITED STATES Airlines
774561765039645;PUNE;06182012215500;MUNICH;06192012185500;831.478573109235;GERMANY Airlines
916020216334994;PALERMO;03262012211700;NEWARK;03272012181700;1514.14138182447;Expensive Airlines
291163389636746;WELLINGTON;04162012065900;SYDNEY;04162012125900;252.428752186779;AUSTRALIA Airlines
853568819572021;SEATTLE;10042012090000;NEWARK;10042012180000;624.933819412632;Expensive Airlines
685801558969891;ODESSA;10012012240500;NOVOSIBIRSK;10022012000500;611.883051206954;Russia Airlines
154462072786362;MUNICH;12042012154000;BOSTON;12052012064000;453.376706018024;Cheap Airlines
955444821144491;WELLINGTON;04232012065900;SYDNEY;04232012125900;252.428752186779;AUSTRALIA Airlines
306609634464908;CAMPECHE;09162012103000;MEXICO CITY;09162012203000;135.482721307387;Cheap Airlines
113145096254594;SEATTLE;06152012091500;SAIDPUR;06152012181500;2138.03593595241;Expensive Airlines
900761417135426;MUNICH;03152012094000;ATLANTA;03152012184000;559.842259398421;Cheap Airlines
950387380698500;LONDON HEATHROW;07282012193500;NEW YORK JOHN F. KENNEDY;07292012143500;587.261305482948;UNITED STATES Airlines
797929106281862;MUNICH;06212012154000;CHICAGO;06222012064000;756.804499340479;GERMANY Airlines
880944777572721;LONDON HEATHROW;10092012200000;NEW YORK JOHN F. KENNEDY;10102012160000;411.082913838064;Cheap Airlines
150909275034479;QUITO;11052012154000;LONDON HEATHROW;11062012064000;1423.7860970658;Expensive Airlines
197967521859233;LONDON HEATHROW;06192012155000;NEWARK;06202012065000;589.363723055465;UNITED STATES Airlines
991006726129405;NEW YORK LA GUARDIA;02192012243100;NEW YORK;02202012003100;720.044900764245;Expensive Airlines
887773184409012;MUNICH;09232012115000;TORONTO;09232012225000;485.336194419002;Cheap Airlines
790497609333733;BEIJING;01062012170400;SEATTLE;01072012100400;1352.37975402912;Expensive Airlines
749574432743357;SEATTLE;10202012092000;RIZHAO;10202012182000;1239.90435806266;UNITED STATES Airlines
245571244905384;SAN FRANCISCO;05272012211000;MUNICH;05282012181000;1463.22505910014;Expensive Airlines
272140337051325;LONDON HEATHROW;09082012155000;NEWARK;09092012065000;884.045584583198;Expensive Airlines
439517131800875;CAMPECHE;11152012103000;MEXICO CITY;11152012203000;193.546744724839;MEXICO Airlines
100908023102768;MUNICH;12042012115000;TORONTO;12042012225000;485.336194419002;Cheap Airlines
808244767564136;TORONTO;12172012195500;MUNICH;12182012145500;485.336194419002;Cheap Airlines
759173115456682;WELLINGTON;02132012180000;PARIS;02142012120000;1566.60689062151;France Airlines
664960909088779;LAS VEGAS;01262012091500;SEATTLE;01262012181500;167.822059044064;UNITED STATES Airlines
664917246976169;PADOVA;02152012080000;NORFOLK;02152012160000;709.021533518204;Cheap Airlines
157221841401696;CHARLOTTE;08052012173000;MUNICH;08062012103000;1140.64267501093;Expensive Airlines
241493812771817;LAS VEGAS;06092012091500;SEATTLE;06092012181500;167.822059044064;UNITED STATES Airlines
384466670415711;MUNICH;03132012241500;PHILADELPHIA;03142012001500;485.465622626124;Cheap Airlines
60528785748807;WELLINGTON;10282012180000;PALMIRA;10292012120000;1190.38194793845;Colombia Airlines
720914938060960;PADOVA;03132012080000;NORFOLK;03132012160000;709.021533518204;Cheap Airlines
761394250035493;MOSCOW;01112012133900;NEWARK;01122012023900;1213.34203206092;Russia Airlines
9179900638685;LONDON HEATHROW;12252012165500;VANCOUVER;12262012085500;790.649136573246;CANADA Airlines
850558505424554;PADOVA;03152012080000;NORFOLK;03152012160000;709.021533518204;Cheap Airlines
654079143090398;WELLINGTON;04012012180000;PALMIRA;04022012120000;1190.38194793845;Colombia Airlines
766342439289707;WELLINGTON;01032012180000;PARIS;01042012120000;1566.60689062151;France Airlines
534359524449992;SEATTLE;07262012091500;ROSTOV-NA-DONU;07262012181500;1034.20856070397;Cheap Airlines
122613958781851;SEATTLE;04012012092000;SAO PAOLO;04012012182000;645.650580183378;Cheap Airlines
53381083314558;DALLAS FORT WORTH;01222012131000;MINSK;01232012021000;943.652909261825;Cheap Airlines
533759186964910;MUNICH;04292012155500;PINXIANG;04302012065500;785.463865025331;Cheap Airlines
911933450099769;SEATTLE;12162012091200;DALLAS FORT WORTH;12162012181200;297.934074442654;UNITED STATES Airlines
771543335814612;QUITO;01222012154000;LONDON HEATHROW;01232012064000;1423.7860970658;Expensive Airlines
361673577670440;QIQIHAR;12022012154000;LONDON HEATHROW;12032012064000;1260.08493904708;China Airlines
318482384153138;PALERMO;07192012211700;NEWARK;07202012181700;1514.14138182447;Expensive Airlines
780026144003911;LONDON HEATHROW;09082012241500;PHILADELPHIA;09092012001500;421.786364373261;Cheap Airlines
578789704023165;LONDON HEATHROW;05282012170500;NEW YORK JOHN F. KENNEDY;05292012100500;411.082913838064;Cheap Airlines
154192694456508;LONDON HEATHROW;11292012180000;NEW YORK JOHN F. KENNEDY;11302012120000;587.261305482948;UNITED STATES Airlines
19098968735796;MUNICH;04212012114500;NEW YORK JOHN F. KENNEDY;04212012224500;678.231797483605;UNITED STATES Airlines
767378692550802;CHARLOTTE;02242012173000;MUNICH;02252012103000;1140.64267501093;Expensive Airlines
336653438204354;MUNICH;09032012160000;SAN FRANCISCO;09042012080000;682.838360913398;Cheap Airlines
582722038594517;CHARLOTTE;08182012142700;MEXICO, CIUDAD DE;08192012042700;327.229307249446;Cheap Airlines
424068107171993;CAMPECHE;03042012103000;MEXICO CITY;03042012203000;135.482721307387;Cheap Airlines
850116459607892;LONDON HEATHROW;08142012180000;TORONTO;08152012120000;602.945947583801;UNITED KINGDOM Airlines
606596665024667;LONDON HEATHROW;07272012130300;MIAMI;07282012020300;744.182339785877;UNITED STATES Airlines
892269135192747;SEATTLE;07252012090800;PORTLAND;07252012180800;51.394127147656;UNITED STATES Airlines
866326703397816;LONDON HEATHROW;10272012092600;PHILADELPHIA;10272012182600;602.551949104658;UNITED KINGDOM Airlines
526680742753146;SEATTLE;02152012090500;SPOKANE INTL;02152012180500;46.6517587163055;Cheap Airlines
995817079506759;LONDON HEATHROW;06152012175000;NEW YORK JOHN F. KENNEDY;06162012105000;411.082913838064;Cheap Airlines
484426410747576;SEATTLE;08062012091300;DENVER;08062012181300;197.009379539023;UNITED STATES Airlines
199587199462481;CHICAGO;11162012173500;MUNICH;11172012103500;1135.20674901072;Expensive Airlines
116656557272165;CHICAGO;08152012181500;SEATTLE;08162012121500;309.754764229247;UNITED STATES Airlines
154495997229631;BEIJING;10222012170400;SEATTLE;10232012100400;631.110551880256;Cheap Airlines
50798773199527;MEXICO CITY;07172012213500;CAMPECHE;07182012183500;135.482721307387;Cheap Airlines
520514145596688;LONDON HEATHROW;04062012130300;MIAMI;04072012020300;1116.27350967882;Expensive Airlines
948984772918399;LONDON HEATHROW;06162012202000;NEWARK;06172012162000;884.045584583198;Expensive Airlines
913969259960896;MEXICO CITY;06072012092500;CAMPECHE;06072012182500;135.482721307387;Cheap Airlines
958706745301735;NAIROBI;06222012131600;BALTIMORE;06232012021600;1843.37520124136;Expensive Airlines
297425639667313;LAS VEGAS;06232012091500;SEATTLE;06232012181500;167.822059044064;UNITED STATES Airlines
683582278270214;LONDON HEATHROW;03012012165500;VANCOUVER;03022012085500;790.649136573246;CANADA Airlines
364640653079166;RIO DE JANEIRO;09212012242200;SEATTLE;09222012002200;947.288418930063;UNITED STATES Airlines
649831711113108;SEATTLE;08162012071000;NEW YORK JOHN F. KENNEDY;08162012141000;629.290419648057;Expensive Airlines
623943477817227;BEIJING;02202012170400;SEATTLE;02212012100400;631.110551880256;Cheap Airlines
170385984216814;LONDON HEATHROW;10272012200000;NEW YORK JOHN F. KENNEDY;10282012160000;880.891958224422;Expensive Airlines
294903979497305;LONDON HEATHROW;12042012130300;MIAMI;12052012020300;744.182339785877;UNITED STATES Airlines
738983826873329;WELLINGTON;04042012180000;PARIS;04052012120000;1566.60689062151;France Airlines
880330353702734;MUNICH;06102012152500;NEWARK;06112012062500;1020.49610482579;Expensive Airlines
715543942264172;OSAKA;03092012112000;NEW YORK LA GUARDIA;03092012222000;1046.10855507339;Cheap Airlines
241804539466688;LONDON HEATHROW;03282012191500;BOSTON;03292012141500;389.699661720029;Cheap Airlines
672211363103637;LAS VEGAS;05222012091500;SEATTLE;05222012181500;167.822059044064;UNITED STATES Airlines
43678976304857;NEWARK;05072012114900;OMSK;05072012224900;2212.03773044506;Expensive Airlines
929796277285354;MUNICH;03212012115000;TORONTO;03212012225000;1040.00613089786;Expensive Airlines
967896700664847;LONDON HEATHROW;04212012191500;BOSTON;04222012141500;389.699661720029;Cheap Airlines
399113809126400;SEATTLE;02012012091200;DALLAS FORT WORTH;02012012181200;297.934074442654;UNITED STATES Airlines
192112794662530;MUNICH;06072012152500;NEWARK;06082012062500;1020.49610482579;Expensive Airlines
663345951694167;LONDON HEATHROW;04162012202000;NEWARK;04172012162000;884.045584583198;Expensive Airlines
84319837041398;LONDON HEATHROW;12222012205200;QUEZON CITY;12232012165200;1862.45228498717;Expensive Airlines
392704874674950;MONTREAL;11032012134900;CHICAGO;11042012024900;513.272147295181;UNITED STATES Airlines
281702336665649;BOSTON;04112012201000;MUNICH;04122012161000;453.376706018024;Cheap Airlines
929711002534246;CAMPECHE;08122012103000;MEXICO CITY;08122012203000;193.546744724839;MEXICO Airlines
827951726011778;PADOVA;07302012080000;NORFOLK;07302012160000;709.021533518204;Cheap Airlines
765806218574865;SEATTLE;01012012092000;RIZHAO;01012012182000;1239.90435806266;UNITED STATES Airlines
764895417065008;LONDON HEATHROW;06232012241500;PHILADELPHIA;06242012001500;602.551949104658;UNITED STATES Airlines
318170773917546;SEATTLE;05052012090000;NEWARK;05052012180000;624.933819412632;Expensive Airlines
323665195374551;CHICAGO;01022012173500;MUNICH;01032012103500;756.804499340479;UNITED STATES Airlines
801230331769022;PHILADELPHIA;07272012115500;OKARA;07272012225500;2233.40177621969;Expensive Airlines
969316221095517;LONDON HEATHROW;07262012173500;CHICAGO;07272012103500;466.953656595355;Cheap Airlines
637251254774205;LONDON HEATHROW;09212012092600;PHILADELPHIA;09212012182600;602.551949104658;UNITED STATES Airlines
108857439933377;MUNICH;07012012154000;CHICAGO;07022012064000;756.804499340479;GERMANY Airlines
71015863729808;MUNICH;05232012242000;CHICAGO;05242012002000;756.804499340479;UNITED STATES Airlines
348618529431383;SEATTLE;05302012085000;SEOUL;05302012165000;1778.90750737131;Expensive Airlines
131567918147730;CHICAGO;09122012155000;LONDON HEATHROW;09132012065000;667.076652279079;UNITED STATES Airlines
400751463860131;MUNICH;07302012154000;CHICAGO;07312012064000;756.804499340479;GERMANY Airlines
583416427301091;SAN DIEGO;04242012211000;LONDON HEATHROW;04252012181000;1372.8208160432;Expensive Airlines
871078826763315;LOS ANGELES;10232012092700;SEATTLE;10232012182700;278.999997122964;Expensive Airlines
879628291783528;NETZAHUALC&OACUTE;05012012243200;NEIJIANG;05022012003200;1198.10270455361;China Airlines
251947569856379;QIQIHAR;02272012154000;LONDON HEATHROW;02282012064000;1260.08493904708;China Airlines
645494999809773;LOS ANGELES;10032012092700;SEATTLE;10032012182700;130.199998657383;Cheap Airlines
784619822721299;WELLINGTON;11282012065900;SYDNEY;11282012125900;252.428752186779;AUSTRALIA Airlines
801818404876697;WELLINGTON;04222012180000;PARIS;04232012120000;1566.60689062151;France Airlines
318548360437194;PHILADELPHIA;09052012135000;MONTEVIDEO;09062012025000;764.93826479361;Expensive Airlines
839250304438418;MEXICO CITY;05232012213500;CAMPECHE;05242012183500;135.482721307387;Cheap Airlines
738637493303733;LONDON HEATHROW;08162012165500;VANCOUVER;08172012085500;790.649136573246;UNITED KINGDOM Airlines
560959650901878;SAN DIEGO;03272012085300;SEATTLE;03272012165300;300.584866343268;Expensive Airlines
235345627181736;SEATTLE;11032012071000;NEW YORK JOHN F. KENNEDY;11032012141000;629.290419648057;Expensive Airlines
579450686650367;LONDON HEATHROW;01212012170500;NEW YORK JOHN F. KENNEDY;01222012100500;411.082913838064;Cheap Airlines
357372311663499;SEATTLE;11182012091600;CALGARY;11182012181600;154.148454347486;Expensive Airlines
477491007494;LONDON HEATHROW;04072012241500;PHILADELPHIA;04082012001500;421.786364373261;Cheap Airlines
995894225121292;CHARLOTTE;04102012173000;MUNICH;04112012103000;1140.64267501093;Expensive Airlines
744297452247447;LONDON HEATHROW;07212012181000;NEWARK;07222012121000;884.045584583198;Expensive Airlines
888317750677841;LONDON HEATHROW;12162012165500;VANCOUVER;12172012085500;790.649136573246;UNITED KINGDOM Airlines
802827375662100;LAS VEGAS;04062012091500;SEATTLE;04062012181500;167.822059044064;UNITED STATES Airlines
145328274988955;CHARLOTTE;07302012142700;MEXICO, CIUDAD DE;07312012042700;327.229307249446;Cheap Airlines
115895482099684;PHILADELPHIA;10012012135000;MONTEVIDEO;10022012025000;764.93826479361;Expensive Airlines
258973900145580;RECIFE;06272012093000;SEATTLE;06272012183000;707.270705883108;Cheap Airlines
390570745023818;PHILADELPHIA;03292012115500;OKARA;03292012225500;2233.40177621969;Expensive Airlines
584858127123698;PINGDINGSHAN;12202012173500;MUNICH;12212012103500;1677.10026496819;Expensive Airlines
519265553248497;LONDON HEATHROW;10202012181000;NEWARK;10212012121000;884.045584583198;Expensive Airlines
491896695869516;PALEMBANG;10092012081000;TAMPA;10092012161000;1200.97919547221;Cheap Airlines
815704133570004;CHICAGO;04012012173500;MUNICH;04022012103500;1135.20674901072;Expensive Airlines
165944753669641;SEATTLE;09052012092000;RIZHAO;09052012182000;1239.90435806266;UNITED STATES Airlines
303813941431076;PHOENIX;11162012215500;MUNICH;11172012185500;890.155776106369;Cheap Airlines
932239684960697;LONDON HEATHROW;12252012161000;CHICAGO;12262012081000;1000.61497841862;Expensive Airlines
253062031209434;LONDON HEATHROW;07302012191500;NEW YORK JOHN F. KENNEDY;07312012141500;411.082913838064;Cheap Airlines
315349279698498;MUNICH;05112012242000;CHICAGO;05122012002000;529.763149538335;Cheap Airlines
235225709964563;QINGDO;07192012173500;MUNICH;07202012103500;1169.01032534301;China Airlines
715666569148939;BOSTON;04192012201000;MUNICH;04202012161000;453.376706018024;Cheap Airlines
71396967509425;WELLINGTON;10242012065900;SYDNEY;10242012125900;252.428752186779;AUSTRALIA Airlines
788302077188293;SAN DIEGO;08122012075500;SEATTLE;08122012145500;557.863215453142;UNITED STATES Airlines
831384042815329;NEW YORK LA GUARDIA;07112012243100;NEW YORK;07122012003100;720.044900764245;Expensive Airlines
315916799768547;MUNICH;06252012152500;NEWARK;06262012062500;1020.49610482579;Expensive Airlines
744733757368094;LONDON HEATHROW;02072012165500;VANCOUVER;02082012085500;790.649136573246;CANADA Airlines
164908040045108;KEFLAVIK;08032012165500;SEATTLE;08042012085500;430.926045427944;Cheap Airlines
487276769582432;CHARLOTTE;01052012173000;MUNICH;01062012103000;1140.64267501093;Expensive Airlines
393557152195533;QUITO;08082012154000;LONDON HEATHROW;08092012064000;1423.7860970658;Expensive Airlines
32227753256890;LONDON HEATHROW;02012012241500;PHILADELPHIA;02022012001500;421.786364373261;Cheap Airlines
147746956899123;LONDON HEATHROW;10152012181000;NEWARK;10162012121000;589.363723055465;UNITED KINGDOM Airlines
201307799617911;LONDON HEATHROW;10152012180000;TORONTO;10162012120000;602.945947583801;UNITED KINGDOM Airlines
727244116395026;LONDON HEATHROW;07012012155000;NEWARK;07022012065000;884.045584583198;Expensive Airlines
12645481216960;CAMPECHE;07252012061300;MEXICO CITY;07252012121300;290.320117087259;Expensive Airlines
346628592095892;DALLAS FORT WORTH;09012012131000;MINSK;09022012021000;943.652909261825;Cheap Airlines
211102350959492;LOS ANGELES;06292012211500;MUNICH;06302012181500;994.179362477206;UNITED STATES Airlines
841447865175278;LONDON HEATHROW;04062012191500;BOSTON;04072012141500;389.699661720029;Cheap Airlines
409056293818717;MUNICH;05152012160000;SAN FRANCISCO;05162012080000;682.838360913398;Cheap Airlines
535729906722298;LONDON HEATHROW;03172012244500;NEWARK;03182012004500;884.045584583198;Expensive Airlines
587368556424720;SANTIAGO;11022012093000;SEATTLE;11022012183000;1129.4743759287;Expensive Airlines
861218748866412;ODESSA;03132012240500;NOVOSIBIRSK;03142012000500;611.883051206954;Russia Airlines
771385288672372;KEFLAVIK;07202012165500;SEATTLE;07212012085500;430.926045427944;Cheap Airlines
74584413203154;NINGBO;11272012240600;PHILADELPHIA;11282012000600;1092.25685421569;Cheap Airlines
771268990310392;MUNICH;07172012241500;PHILADELPHIA;07182012001500;693.52231803732;GERMANY Airlines
831020668062239;TORONTO;10242012195500;MUNICH;10252012145500;485.336194419002;Cheap Airlines
807237984502388;SANTO DOMINGO;08222012242200;SEATTLE;08232012002200;530.382351263333;Cheap Airlines
728630279544847;TORONTO;03162012195500;MUNICH;03172012145500;485.336194419002;Cheap Airlines
253368939800008;MUNICH;04012012160000;SAN FRANCISCO;04022012080000;682.838360913398;Cheap Airlines
447706378521647;CAIRO;11182012103000;NEW YORK JOHN F. KENNEDY;11182012203000;932.054098865013;UNITED STATES Airlines
